<b>mettre</b>	to put
<div style='font-weight: bold;'>ne... pas encore</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div>	<div class=centered-block> L'action n'est pas réalisée au moment où on parle. C'est la négation de <i>déjà</i>. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Le musée <b>n</b>'est <b>pas encore </b>ouvert.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>not yet</div>
<div class=centered-block> L'action n'est pas réalisée au moment où on parle. C'est la négation de <i>déjà</i>. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div> 	<div style='font-weight: bold;'>ne... pas encore</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Le musée <b>n</b>'est <b>pas encore </b>ouvert.</div>
<div style='font-weight: bold;'>ne... personne, personne ne...</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div>	<div class=centered-block> Pas une seule personne. C'est la négation de <i>quelqu'un</i> et <i>tout le monde</i>. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Je <b>ne </b>connais <b>personne </b>dans cette ville et <b>personne ne </b>me connaît.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>no one</div>
<div class=centered-block> Pas une seule personne. C'est la négation de <i>quelqu'un</i> et <i>tout le monde</i>. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div> 	<div style='font-weight: bold;'>ne... personne, personne ne...</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Je <b>ne </b>connais <b>personne </b>dans cette ville et <b>personne ne </b>me connaît.</div>
<div style='font-weight: bold;'>ne... rien, rien ne...</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div>	<div class=centered-block> Pas une seule chose. Cette négation s'oppose à <i>quelque chose</i> et <i>tout</i>. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Je <b>n</b>'ai <b>rien </b>compris. <b>Rien ne </b>m'intéresse!</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>nothing</div>
<div class=centered-block> Pas une seule chose. Cette négation s'oppose à <i>quelque chose</i> et <i>tout</i>. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div> 	<div style='font-weight: bold;'>ne... rien, rien ne...</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Je <b>n</b>'ai <b>rien </b>compris. <b>Rien ne </b>m'intéresse!</div>
<div style='font-weight: bold;'>ne... que</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div>	<div class=centered-block> Seulement. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Je <b>ne </b>parle <b>que </b>français!</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>only</div>
<div class=centered-block> Seulement. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div> 	<div style='font-weight: bold;'>ne... que</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Je <b>ne </b>parle <b>que </b>français!</div>
<div style='font-weight: bold;'>ne... ni... ni...</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div>	<div class=centered-block> La négation de <i>et </i>et de <i>ou</i>. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'><div>—&nbsp;Tu aimes le rock&nbsp;ou&nbsp;/&nbsp;et&nbsp;le rap ?&nbsp;<div>— Je&nbsp;n'aime&nbsp;ni&nbsp;le rock&nbsp;ni&nbsp;le rap.</div></div></div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>neither ... nor</div>
<div class=centered-block> La négation de <i>et </i>et de <i>ou</i>. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>phrase</div> 	<div style='font-weight: bold;'>ne... ni... ni...</div> <br/> <div style='font-family: Arial; font-size: 16px;'><div>—&nbsp;Tu aimes le rock&nbsp;ou&nbsp;/&nbsp;et&nbsp;le rap ?&nbsp;<div>— Je&nbsp;n'aime&nbsp;ni&nbsp;le rock&nbsp;ni&nbsp;le rap.</div></div></div>
<span class=cloze>[...]</span> <b>aller </b>/ <b>venir </b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>aller </b>/ <b>venir </b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
<span class=cloze>[...]</span> <b>entrer&nbsp;</b>/&nbsp;<b>sortir&nbsp;</b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>entrer&nbsp;</b>/&nbsp;<b>sortir&nbsp;</b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
<span class=cloze>[...]</span> <b>monter&nbsp;</b>/&nbsp;<b>descendre&nbsp;</b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>monter&nbsp;</b>/&nbsp;<b>descendre&nbsp;</b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
<span class=cloze>[...]</span> <b>arriver&nbsp;</b>/&nbsp;<b>partir&nbsp;</b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>arriver&nbsp;</b>/&nbsp;<b>partir&nbsp;</b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
<span class=cloze>[...]</span> <b>passer&nbsp;</b>/&nbsp;<b>rester&nbsp;</b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>passer&nbsp;</b>/&nbsp;<b>rester&nbsp;</b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
<span class=cloze>[...]</span> <b>naître&nbsp;</b>/&nbsp;<b>mourir&nbsp;</b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>naître&nbsp;</b>/&nbsp;<b>mourir&nbsp;</b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
<span class=cloze>[...]</span> <b>tomber&nbsp;</b>/&nbsp;<b>retourner&nbsp;</b>(passé composé) <br/> <br/> <small></small>	<span class=cloze>être</span> <b>tomber&nbsp;</b>/&nbsp;<b>retourner&nbsp;</b>(passé composé) <br/> <br/> <small></small> <br> <br/> 
au nom de	on behalf of / in the name of
on behalf of / in the name of	au nom de
<div style='font-weight: bold;'>loin (I)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div>	<div class=centered-block> À une grande distance / dans un temps jugé éloigné. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>L'été n'est plus bien loin.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>éloigné,&nbsp;lointain,&nbsp;à distance,&nbsp;à l'écart</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>distant, far away</div>
<div class=centered-block> À une grande distance / dans un temps jugé éloigné. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div> 	<div style='font-weight: bold;'>loin (I)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>L'été n'est plus bien loin.</div>
<div style='font-weight: bold;'>témoigner</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe</div>	<div class=centered-block> <div>1. Certifier qu'on a vu ou entendu.<br></div><div>2. Exprimer, faire paraître.</div> </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Il a témoigné <b>qu</b>'il l'a vu, l'avoir vu.&nbsp;Témoigner son amitié, son amour à qqn ; témoigner qu'on l'aime.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>attester; manifester,&nbsp;montrer</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>testify</div>
<div class=centered-block> <div>1. Certifier qu'on a vu ou entendu.<br></div><div>2. Exprimer, faire paraître.</div> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe</div> 	<div style='font-weight: bold;'>témoigner</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Il a témoigné <b>qu</b>'il l'a vu, l'avoir vu.&nbsp;Témoigner son amitié, son amour à qqn ; témoigner qu'on l'aime.</div>
<div style='font-weight: bold;'>montrer</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Faire voir, mettre devant les yeux.&nbsp;Faire voir de loin, par un signe, un geste. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Montrer un objet à qqn. Montrer ses richesses.&nbsp;Montrer qqch. du doigt.&nbsp;Montrer le chemin, la voie.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>étaler,&nbsp;exhiber,&nbsp;désigner,&nbsp;indiquer</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>show, exhibit</div>
<div class=centered-block> Faire voir, mettre devant les yeux.&nbsp;Faire voir de loin, par un signe, un geste. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>montrer</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Montrer un objet à qqn. Montrer ses richesses.&nbsp;Montrer qqch. du doigt.&nbsp;Montrer le chemin, la voie.</div>
<div style='font-weight: bold;'>vivre</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe intransitif</div>	<div class=centered-block> Être en vie&nbsp;; exister. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>La joie, le plaisir de vivre.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>live</div>
<div class=centered-block> Être en vie&nbsp;; exister. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe intransitif</div> 	<div style='font-weight: bold;'>vivre</div> <br/> <div style='font-family: Arial; font-size: 16px;'>La joie, le plaisir de vivre.</div>
<div style='font-weight: bold;'>ainsi</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div>	<div class=centered-block> 1.&nbsp;<sup>(MANIÈRE) </sup>De cette façon, comme cela.<div>2. <sup>(CONCLUSION) </sup>Par conséquent.</div> </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Vous avez tort d'agir ainsi.&nbsp;C'est mieux ainsi.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>de cette façon,&nbsp;comme cela</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>this way, that way; thus</div>
<div class=centered-block> 1.&nbsp;<sup>(MANIÈRE) </sup>De cette façon, comme cela.<div>2. <sup>(CONCLUSION) </sup>Par conséquent.</div> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div> 	<div style='font-weight: bold;'>ainsi</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Vous avez tort d'agir ainsi.&nbsp;C'est mieux ainsi.</div>
<div style='font-weight: bold;'>tort</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div>	<div class=centered-block> 1.&nbsp;Action, attitude blâmable (envers qqn).<div>2. Action, attitude qui constitue une erreur, une faute.</div><div>3. Fait d'agir injustement contre qqn, de léser qqn.</div> </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Avoir des torts envers qqn. Elle a le tort de trop parler. Causer des torts à qqn.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>défaut,&nbsp;erreur,&nbsp;faute,&nbsp;travers</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>harm, wrongdoing</div>
<div class=centered-block> 1.&nbsp;Action, attitude blâmable (envers qqn).<div>2. Action, attitude qui constitue une erreur, une faute.</div><div>3. Fait d'agir injustement contre qqn, de léser qqn.</div> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div> 	<div style='font-weight: bold;'>tort</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Avoir des torts envers qqn. Elle a le tort de trop parler. Causer des torts à qqn.</div>
<div style='font-weight: bold;'>envers <sup>(PRÉ)</sup></div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>préposition</div>	<div class=centered-block> À l'égard de (qqn) (après un mot désignant un sentiment, une action). </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Traître envers sa patrie.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>pour,&nbsp;à l'égard de,&nbsp;avec</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>towards</div>
<div class=centered-block> À l'égard de (qqn) (après un mot désignant un sentiment, une action). </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>préposition</div> 	<div style='font-weight: bold;'>envers <sup>(PRÉ)</sup></div> <br/> <div style='font-family: Arial; font-size: 16px;'>Traître envers sa patrie.</div>
<div style='font-weight: bold;'>plusieurs</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adjectif</div>	<div class=centered-block> Plus d'un (en général, plus de deux), un certain nombre. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Plusieurs fois.&nbsp;En plusieurs endroits.&nbsp;</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>quelques,&nbsp;plus d'un,&nbsp;un certain nombre de</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>several</div>
<div class=centered-block> Plus d'un (en général, plus de deux), un certain nombre. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adjectif</div> 	<div style='font-weight: bold;'>plusieurs</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Plusieurs fois.&nbsp;En plusieurs endroits.&nbsp;</div>
<div style='font-weight: bold;'>endroit</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div>	<div class=centered-block> Partie déterminée d'un espace. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Un endroit tranquille.&nbsp;À quel endroit&nbsp;?</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>lieu,&nbsp;place</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>place</div>
<div class=centered-block> Partie déterminée d'un espace. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div> 	<div style='font-weight: bold;'>endroit</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Un endroit tranquille.&nbsp;À quel endroit&nbsp;?</div>
<div style='font-weight: bold;'>compter</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe</div>	<div class=centered-block> Déterminer (une quantité) par le calcul ; établir le nombre de.&nbsp;Mesurer. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Compter les auditeurs, les téléspectateurs d'une émission.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>chiffrer,&nbsp;dénombrer,&nbsp;énumérer</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>count</div>
